account_id,company_name,industry,region,country,segment,employees,contract_start_date,tenure_months,contract_type,arr_usd,licensed_seats,active_seats,seat_utilization,modules_adopted,modules_list,uses_enlighten_ai,digital_channels_enabled,digital_channel_share_pct,monthly_interactions,usage_trend_pct,avg_login_freq_per_week,onboarding_completed,time_to_value_days,csm_assigned,qbrs_last_12m,support_tickets_90d,critical_incidents_12m,avg_csat,nps_last,discount_pct,price_increase_at_renewal_pct,days_payment_overdue,expansion_arr_usd,health_score,churn_risk_score,status,churned,churn_date,churn_reason
CX-100215,Horizon Labs,Travel,EMEA,South Africa,Mid-Market,890,2024-12-22,18,Monthly,341000,399,305,0.764,2,Enlighten AI (Copilot / Autopilot); Performance Management,Yes,No,4.3,139365,21.6,6.3,Yes,25,Unassigned,0,6,3,3.73,0,11.0,7.6,0,0,43,53,Active,0,,
CX-100216,Atlas Hospitality,Public Sector,APAC,Singapore,Mid-Market,1394,2025-08-22,10,Annual,80200,86,33,0.384,3,ACD (Omnichannel Routing); Performance Management; Workforce Management (WFM),No,No,0.4,6777,24.6,0.6,Yes,61,Priya Nair,2,8,2,3.4,9,14.5,0,19,-8000,27,61,Active,0,,
CX-100217,Cascade Labs,Financial Services,EMEA,UAE,SMB,103,2025-10-22,8,Multi-Year,11200,10,9,0.9,1,ACD (Omnichannel Routing),No,No,0.7,5021,4.6,2.9,Yes,18,Unassigned,0,8,0,4.01,5,28.2,8.6,0,0,76,17,Active,0,,
CX-100218,Maple Airlines,Telecom,APAC,Japan,Enterprise,86821,2023-01-23,41,Annual,3303500,3555,1582,0.445,7,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics; Performance Management; Quality Management; Recording & Compliance,No,Yes,57.1,939465,-33.9,1.6,Yes,60,Aisha Khan,2,0,1,4.53,6,15.5,4.8,4,0,74,25,Active,0,,
CX-100219,Evergreen Stores,Financial Services,EMEA,Germany,SMB,155,2026-01-21,5,Annual,44500,31,31,1.0,2,Enlighten AI (Copilot / Autopilot); IVR / Voice,Yes,No,5.2,6127,7.4,4.8,Yes,69,Unassigned,0,7,0,3.9,1,28.0,0,0,0,78,26,Active,0,,
CX-100220,Harbor Brands,Travel,EMEA,South Africa,SMB,193,2024-01-23,29,Annual,64800,57,25,0.439,5,Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Interaction Analytics; Workforce Management (WFM),Yes,No,2.1,10117,9.2,5.9,Yes,59,Kenji Watanabe,3,14,2,2.76,7,24.0,0,3,13000,45,60,Active,0,,
CX-100221,Crimson Bank,Healthcare,APAC,Japan,SMB,166,2021-09-24,57,Multi-Year,45100,45,37,0.822,2,IVR / Voice; Recording & Compliance,No,No,0.7,21036,0.6,0.5,No,80,Noa Cohen,3,8,4,4.03,7,19.4,13.4,19,0,34,67,Active,0,,
CX-100222,Catalyst Group,Financial Services,North America,United States,Enterprise,72921,2024-07-23,23,Annual,3237300,3126,1371,0.439,7,Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Interaction Analytics; Quality Management; Recording & Compliance; Workforce Management (WFM),Yes,No,0.7,687236,-3.8,0.6,Yes,64,Dana Levi,4,13,1,2.43,8,2.1,0,29,-323700,41,54,Active,0,,
CX-100223,Pioneer Communications,Utilities,North America,Canada,Enterprise,82975,2023-09-23,33,Annual,1870900,2362,2109,0.893,7,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Quality Management; Recording & Compliance,Yes,Yes,54.8,1255251,-1.3,4.2,Yes,39,Tom Fischer,0,11,0,4.86,0,7.8,0,0,374200,85,14,Active,0,,
CX-100224,Tidewater Logistics,Telecom,APAC,Singapore,Mid-Market,1964,2024-02-22,28,Monthly,265800,244,244,1.0,2,Digital Channels (Chat/Email/Social); Interaction Analytics,No,Yes,31.7,156497,-2.7,4.8,No,109,Aisha Khan,2,8,0,3.98,2,34.0,11.7,38,0,54,46,Churned,1,2026-02-01,Low adoption / shelfware
CX-100225,Keystone Holdings,Financial Services,LATAM,Mexico,SMB,126,2021-09-24,57,Annual,51400,54,45,0.833,2,Digital Channels (Chat/Email/Social); Interaction Analytics,No,Yes,54.1,18275,-0.2,4.3,Yes,46,Noa Cohen,3,2,1,3.63,10,4.9,19.9,0,0,68,32,Active,0,,
CX-100226,Vantage Holdings,Healthcare,North America,United States,SMB,205,2024-05-23,25,Monthly,26200,20,14,0.7,2,Feedback Management; Workforce Management (WFM),No,No,5.1,9021,-3.6,1.8,No,144,Sofia Marin,1,8,2,4.59,10,26.3,5.2,0,0,41,64,Active,0,,
CX-100227,Evergreen Airlines,Retail,North America,United States,SMB,132,2024-08-23,22,Annual,38200,40,29,0.725,3,Enlighten AI (Copilot / Autopilot); Feedback Management; Quality Management,Yes,No,2.8,14286,19.2,1.9,Yes,23,Sofia Marin,1,15,2,4.28,7,30.2,3.4,2,3800,54,43,Active,0,,
CX-100228,Solstice Energy,Retail,EMEA,France,SMB,120,2022-09-23,45,Annual,54200,37,23,0.622,3,Enlighten AI (Copilot / Autopilot); Performance Management; Recording & Compliance,Yes,No,0.8,5019,17.0,3.7,Yes,22,Tom Fischer,1,16,0,4.17,4,2.6,0,6,10800,74,29,Active,0,,
CX-100229,Summit Financial,Technology / SaaS,North America,United States,Mid-Market,2638,2026-04-23,2,Monthly,137800,146,111,0.76,3,Feedback Management; Recording & Compliance; Workforce Management (WFM),No,No,0.3,37278,21.8,5.2,Yes,39,Unassigned,0,19,1,2.99,1,14.6,9.5,0,13800,31,64,Churned,1,2026-06-02,Poor support experience
CX-100230,Vertex Airlines,Telecom,LATAM,Argentina,SMB,239,2024-01-23,29,Multi-Year,30300,32,19,0.594,4,ACD (Omnichannel Routing); Quality Management; Recording & Compliance; Workforce Management (WFM),No,No,3.9,6573,5.3,0.8,Yes,62,Aisha Khan,1,13,0,4.47,5,19.7,6.6,0,3000,80,28,Active,0,,
CX-100231,Summit Partners,Retail,North America,Canada,SMB,186,2022-11-23,43,Annual,61300,52,43,0.827,5,Digital Channels (Chat/Email/Social); Feedback Management; Performance Management; Quality Management; Workforce Management (WFM),No,Yes,13.2,25085,15.2,4.4,Yes,38,Tom Fischer,2,15,2,3.83,2,26.0,27.7,0,6100,47,48,Active,0,,
CX-100232,Vantage Communications,Financial Services,North America,Canada,SMB,72,2023-01-23,41,Multi-Year,36000,39,25,0.641,3,Digital Channels (Chat/Email/Social); IVR / Voice; Interaction Analytics,No,Yes,4.0,11701,9.5,6.4,Yes,66,Marcus Reed,1,13,0,4.41,2,0.3,2.5,20,-3600,77,21,Active,0,,
CX-100233,Ironwood Solutions,Utilities,North America,Canada,SMB,164,2023-11-23,31,Multi-Year,26200,28,19,0.679,2,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot),Yes,Yes,19.2,8168,8.5,5.6,Yes,45,Liam O'Brien,1,19,0,3.81,0,3.9,6.4,0,2600,70,39,Active,0,,
CX-100234,Vantage Insurance,Retail,APAC,Australia,SMB,288,2021-09-24,57,Annual,44000,39,23,0.59,1,Feedback Management,No,No,6.0,14522,-25.5,2.7,No,112,Priya Nair,4,4,1,4.07,9,7.6,14.0,0,0,47,50,Churned,1,2025-12-18,Reliability / outages
CX-100235,Delta Hospitality,Hospitality,EMEA,Germany,Mid-Market,348,2024-05-23,25,Annual,367300,359,291,0.811,2,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot),Yes,Yes,9.7,180207,-27.3,2.6,Yes,26,Aisha Khan,3,10,0,4.55,0,34.6,11.2,5,36700,91,14,Active,0,,
CX-100236,Catalyst Holdings,Technology / SaaS,North America,Canada,SMB,35,2026-04-23,2,Annual,13500,9,4,0.444,3,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); Feedback Management,Yes,No,7.7,939,-19.8,1.9,No,104,Noa Cohen,2,8,0,4.51,5,2.0,10.5,21,0,62,44,Active,0,,
CX-100237,Beacon Communications,Financial Services,EMEA,Germany,SMB,26,2023-09-23,33,Multi-Year,31400,23,17,0.739,2,IVR / Voice; Quality Management,No,No,7.2,5948,-17.2,3.0,Yes,24,Noa Cohen,1,8,0,3.57,0,5.8,7.4,0,0,73,32,Active,0,,
CX-100238,Granite Airlines,Hospitality,North America,United States,Mid-Market,2132,2023-10-24,32,Annual,327400,295,239,0.81,4,ACD (Omnichannel Routing); IVR / Voice; Performance Management; Workforce Management (WFM),No,No,3.1,116938,12.4,1.4,Yes,34,Diego Alvarez,1,5,1,3.83,0,12.0,0,0,32700,74,29,Active,0,,
CX-100239,Evergreen Stores,Insurance,LATAM,Mexico,SMB,184,2021-03-25,63,Multi-Year,70700,49,45,0.918,1,Feedback Management,No,No,3.8,10128,-3.9,5.8,Yes,50,Sofia Marin,1,24,2,4.85,10,13.4,0,0,3500,67,29,Active,0,,
CX-100240,Cobalt Telecom,Retail,EMEA,UAE,SMB,133,2020-04-25,74,Multi-Year,27500,24,23,0.958,3,Digital Channels (Chat/Email/Social); Interaction Analytics; Quality Management,No,Yes,36.7,11179,8.8,2.7,Yes,68,Unassigned,0,12,0,3.8,4,17.4,25.2,0,-2800,68,32,Active,0,,
CX-100241,Tidewater Bank,Financial Services,EMEA,Germany,SMB,288,2021-06-24,60,Annual,30400,24,18,0.75,3,Enlighten AI (Copilot / Autopilot); IVR / Voice; Workforce Management (WFM),Yes,No,5.2,11646,14.2,4.2,No,161,Noa Cohen,4,1,0,3.72,7,12.6,2.1,4,0,66,38,Active,0,,
CX-100242,Quantum Logistics,Retail,North America,United States,SMB,118,2023-11-23,31,Annual,44700,46,36,0.783,3,ACD (Omnichannel Routing); IVR / Voice; Workforce Management (WFM),No,No,3.9,6499,-6.5,4.0,Yes,66,Unassigned,0,7,1,4.45,3,29.7,5.3,0,0,64,34,Churned,1,2026-02-20,Seasonal seat downsizing
CX-100243,Lumen Holdings,Insurance,APAC,Australia,Mid-Market,1556,2023-04-24,38,Annual,101100,112,93,0.83,3,ACD (Omnichannel Routing); IVR / Voice; Workforce Management (WFM),No,No,1.7,35593,22.0,2.8,Yes,20,Aisha Khan,1,7,0,3.69,8,6.3,0,0,0,72,24,Active,0,,
CX-100244,Sterling Solutions,Financial Services,EMEA,United Kingdom,Mid-Market,2900,2022-08-24,46,Annual,467600,391,170,0.435,1,Quality Management,No,No,7.6,71718,16.4,3.6,No,158,Kenji Watanabe,2,5,0,3.64,2,9.9,0,7,-46800,45,48,Active,0,,
CX-100245,Meridian Financial,Telecom,North America,United States,Mid-Market,951,2025-02-21,16,Monthly,143100,111,36,0.324,3,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Quality Management,No,Yes,53.6,8457,6.9,4.0,Yes,57,Noa Cohen,2,0,1,3.09,5,34.0,4.8,3,0,36,57,Churned,1,2025-07-06,Poor support experience
CX-100246,Crimson Financial,Retail,North America,Canada,SMB,220,2025-06-23,12,Monthly,19800,15,9,0.6,2,Digital Channels (Chat/Email/Social); Interaction Analytics,No,Yes,28.6,4538,-13.2,5.3,No,117,Marcus Reed,3,4,0,3.81,8,9.5,17.4,0,0,47,60,Churned,1,2025-09-07,Price / budget cuts
CX-100247,Onyx Industries,Travel,North America,Canada,Mid-Market,2919,2025-09-22,9,Annual,261800,253,192,0.759,2,IVR / Voice; Recording & Compliance,No,No,5.8,57461,-10.3,6.2,No,103,Noa Cohen,2,16,3,3.83,3,34.0,7.1,12,0,36,59,Churned,1,2026-03-10,Reliability / outages
CX-100248,Falcon Retail Co,Financial Services,North America,Canada,Mid-Market,1047,2026-02-21,4,Monthly,386300,357,198,0.555,4,Digital Channels (Chat/Email/Social); IVR / Voice; Quality Management; Recording & Compliance,No,Yes,64.6,113655,0.2,3.5,Yes,54,Priya Nair,3,10,2,4.77,10,23.4,14.7,0,0,50,57,Churned,1,2026-02-27,Reliability / outages
CX-100249,Apex Group,Healthcare,North America,Canada,Mid-Market,1458,2021-11-23,55,Multi-Year,261400,202,99,0.49,6,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; Interaction Analytics; Performance Management; Workforce Management (WFM),Yes,Yes,58.1,37332,-2.6,1.8,Yes,55,Unassigned,0,21,1,4.61,4,4.9,0,0,13100,56,45,Active,0,,
CX-100250,Nimbus Labs,Travel,North America,Canada,Mid-Market,1139,2025-08-22,10,Multi-Year,133100,138,109,0.79,4,Enlighten AI (Copilot / Autopilot); IVR / Voice; Quality Management; Recording & Compliance,Yes,No,4.6,42108,-3.0,3.4,Yes,62,Unassigned,0,15,1,3.25,7,34.2,8.3,0,0,48,54,Active,0,,
CX-100251,Granite Industries,Insurance,North America,United States,SMB,252,2022-10-24,44,Multi-Year,39400,43,13,0.302,4,ACD (Omnichannel Routing); Feedback Management; Performance Management; Workforce Management (WFM),No,No,3.4,7289,3.3,4.3,Yes,57,Aisha Khan,1,7,1,4.07,0,31.1,26.9,11,2000,39,57,Churned,1,2025-11-17,Price / budget cuts
CX-100252,Nimbus Hospitality,Financial Services,EMEA,United Kingdom,SMB,210,2024-10-22,20,Multi-Year,63400,47,37,0.787,3,Enlighten AI (Copilot / Autopilot); Quality Management; Workforce Management (WFM),Yes,No,3.3,17942,25.4,0.7,Yes,51,Dana Levi,1,2,3,4.3,7,17.0,7.5,63,6300,53,44,Active,0,,
CX-100253,Cobalt Communications,Retail,APAC,Singapore,SMB,81,2022-03-25,51,Multi-Year,25700,28,8,0.286,6,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Recording & Compliance; Workforce Management (WFM),Yes,No,3.5,1628,5.3,3.2,Yes,20,Marcus Reed,2,3,0,3.51,5,25.3,0,0,0,64,33,Active,0,,
CX-100254,Meridian Labs,Telecom,LATAM,Argentina,Mid-Market,908,2025-01-22,17,Annual,415400,362,234,0.646,6,ACD (Omnichannel Routing); Feedback Management; IVR / Voice; Interaction Analytics; Recording & Compliance; Workforce Management (WFM),No,No,2.0,55181,-7.1,5.8,Yes,21,Kenji Watanabe,2,21,0,4.25,3,11.0,0,35,41500,55,38,Active,0,,
CX-100255,Beacon Stores,Telecom,EMEA,South Africa,Enterprise,83880,2025-11-22,7,Multi-Year,2431700,3092,2650,0.857,3,Feedback Management; Performance Management; Quality Management,No,No,5.2,823143,-10.2,2.7,No,172,Noa Cohen,3,0,1,3.75,7,16.1,0,0,486300,61,39,Active,0,,
CX-100256,Lumen Brands,Financial Services,EMEA,Germany,Enterprise,88671,2024-12-22,18,Multi-Year,2459900,3165,2869,0.906,7,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Interaction Analytics; Performance Management; Recording & Compliance; Workforce Management (WFM),Yes,Yes,28.2,695988,23.5,4.2,No,106,Dana Levi,1,14,1,4.76,7,8.2,11.3,12,-246000,60,43,Active,0,,
CX-100257,Brightline Energy,Telecom,LATAM,Mexico,Mid-Market,1716,2022-08-24,46,Multi-Year,362300,291,197,0.677,3,Digital Channels (Chat/Email/Social); Interaction Analytics; Recording & Compliance,No,Yes,52.1,75338,-22.3,4.0,No,134,Noa Cohen,2,14,1,3.57,0,17.1,19.8,15,-36200,41,57,Churned,1,2025-10-23,Price / budget cuts
CX-100258,Pioneer Insurance,Telecom,APAC,Singapore,SMB,27,2022-03-25,51,Annual,55500,51,37,0.725,3,Digital Channels (Chat/Email/Social); Feedback Management; Workforce Management (WFM),No,Yes,6.0,18061,-17.3,5.2,Yes,22,Marcus Reed,0,8,0,4.21,4,18.7,5.0,20,-5600,86,14,Active,0,,
CX-100259,Nimbus Insurance,Healthcare,North America,Canada,SMB,35,2019-07-26,83,Multi-Year,50300,39,28,0.718,2,ACD (Omnichannel Routing); Interaction Analytics,No,No,4.4,15107,-11.7,5.6,Yes,36,Unassigned,0,0,0,4.04,7,30.3,13.1,0,0,84,18,Active,0,,
CX-100260,Ironwood Solutions,Travel,EMEA,South Africa,SMB,115,2023-12-23,30,Annual,7900,8,5,0.625,2,ACD (Omnichannel Routing); Feedback Management,No,No,0.9,1078,-22.1,1.5,Yes,47,Kenji Watanabe,4,15,0,4.61,7,27.9,2.5,0,-800,75,20,Churned,1,2025-01-22,M&A / consolidation
CX-100261,Evergreen Services,Healthcare,EMEA,UAE,SMB,81,2024-12-22,18,Monthly,34800,24,8,0.333,2,Performance Management; Recording & Compliance,No,No,2.0,2616,2.7,5.9,No,105,Tom Fischer,0,16,1,3.23,2,18.7,6.0,29,0,10,89,Churned,1,2025-03-02,Low adoption / shelfware
CX-100262,Northwind Industries,Technology / SaaS,North America,United States,Mid-Market,2935,2026-04-23,2,Multi-Year,449100,347,173,0.499,2,Recording & Compliance; Workforce Management (WFM),No,No,3.9,71548,-11.1,1.1,Yes,37,Noa Cohen,2,4,3,3.85,4,31.8,2.0,0,0,61,37,Active,0,,
CX-100263,Aurora Retail Co,Insurance,LATAM,Argentina,Mid-Market,1271,2022-03-25,51,Annual,126200,156,84,0.538,5,ACD (Omnichannel Routing); Interaction Analytics; Quality Management; Recording & Compliance; Workforce Management (WFM),No,No,5.0,35376,20.2,0.5,No,154,Noa Cohen,2,7,1,3.26,1,23.4,0,11,0,38,60,Active,0,,
CX-100264,Cobalt Health Systems,Technology / SaaS,North America,Canada,SMB,106,2021-07-25,59,Annual,76700,56,35,0.625,3,Feedback Management; IVR / Voice; Quality Management,No,No,5.2,19490,3.5,5.1,No,188,Unassigned,0,4,0,3.28,6,27.3,7.8,0,3800,51,47,Active,0,,
CX-100265,Meridian Labs,Travel,North America,Canada,SMB,54,2022-01-23,53,Annual,52000,50,49,0.98,2,ACD (Omnichannel Routing); Recording & Compliance,No,No,0.5,27970,17.9,5.0,No,76,Noa Cohen,0,5,2,4.13,10,17.0,0,0,10400,65,30,Active,0,,
CX-100266,Nimbus Partners,Utilities,North America,United States,SMB,49,2020-07-25,71,Multi-Year,79100,57,32,0.561,1,Interaction Analytics,No,No,4.2,19656,0.9,0.9,Yes,44,Noa Cohen,2,22,0,3.27,0,15.1,0,42,15800,31,57,Churned,1,2025-10-12,Poor support experience
CX-100267,Harbor Airlines,Utilities,LATAM,Brazil,SMB,251,2026-02-21,4,Annual,12400,10,8,0.8,3,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Workforce Management (WFM),Yes,Yes,48.9,1876,2.2,3.6,Yes,64,Dana Levi,2,0,2,5.0,7,2.7,0,0,2500,87,8,Active,0,,
CX-100268,Cascade Services,Insurance,APAC,Philippines,SMB,212,2025-10-22,8,Annual,10700,8,5,0.625,2,IVR / Voice; Recording & Compliance,No,No,2.3,2621,-5.6,1.7,Yes,70,Kenji Watanabe,3,10,0,4.39,4,8.7,26.9,98,-1100,73,22,Active,0,,
CX-100269,Falcon Solutions,Healthcare,North America,Canada,SMB,275,2022-12-24,42,Annual,60000,50,31,0.62,2,Digital Channels (Chat/Email/Social); Quality Management,No,Yes,9.8,7719,-4.0,4.6,No,172,Diego Alvarez,2,5,1,4.3,10,1.3,0,0,3000,62,31,Active,0,,
CX-100270,Cobalt Stores,Retail,North America,United States,Mid-Market,2909,2019-06-26,84,Multi-Year,374600,351,252,0.718,5,Enlighten AI (Copilot / Autopilot); IVR / Voice; Performance Management; Quality Management; Recording & Compliance,Yes,No,0.1,94631,-2.9,2.9,No,95,Kenji Watanabe,2,15,2,3.74,1,4.5,0,6,0,43,59,Active,0,,
CX-100271,Atlas Mutual,Insurance,North America,United States,Enterprise,46360,2025-09-22,9,Multi-Year,614300,570,516,0.905,7,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Interaction Analytics; Quality Management; Recording & Compliance,Yes,No,7.5,104435,9.1,2.2,No,162,Dana Levi,3,0,0,3.42,9,22.4,0,0,0,70,25,Active,0,,
CX-100272,Apex Digital,Public Sector,EMEA,Israel,SMB,216,2021-06-24,60,Annual,21500,20,13,0.65,2,Quality Management; Recording & Compliance,No,No,4.4,7108,20.4,6.4,Yes,69,Noa Cohen,2,7,0,3.69,5,29.0,11.6,0,1100,72,27,Active,0,,
CX-100273,Falcon Hospitality,Retail,North America,United States,SMB,206,2023-02-22,40,Multi-Year,37700,32,42,1.312,2,ACD (Omnichannel Routing); IVR / Voice,No,No,3.4,9137,-4.5,2.5,Yes,52,Unassigned,0,15,0,4.54,3,16.8,6.1,29,-3800,53,49,Active,0,,
CX-100274,Solstice Insurance,Retail,EMEA,South Africa,Mid-Market,1547,2022-07-25,47,Annual,231900,253,145,0.573,3,Performance Management; Quality Management; Recording & Compliance,No,No,2.2,34802,-2.5,3.8,Yes,19,Dana Levi,3,10,0,5.0,10,11.9,0,7,11600,75,21,Active,0,,
CX-100275,Meridian Industries,Healthcare,LATAM,Mexico,Mid-Market,2648,2022-03-25,51,Annual,64900,51,39,0.765,1,Interaction Analytics,No,No,4.4,14983,1.4,1.0,Yes,66,Liam O'Brien,1,23,2,3.44,9,6.0,0,0,6500,47,53,Active,0,,
CX-100276,Onyx Partners,Financial Services,North America,United States,SMB,204,2025-02-21,16,Monthly,51000,53,22,0.415,1,Recording & Compliance,No,No,6.5,9492,3.4,3.2,Yes,48,Aisha Khan,2,7,1,4.08,6,17.5,3.6,0,2600,56,38,Active,0,,
CX-100277,Cascade Health Systems,Technology / SaaS,,Brazil,SMB,186,2024-06-23,24,Annual,25700,22,18,0.818,2,Interaction Analytics; Workforce Management (WFM),No,No,5.0,6790,-26.7,4.4,Yes,32,Dana Levi,0,2,1,3.75,8,18.0,27.3,0,0,77,25,Churned,1,2025-01-15,Price / budget cuts
CX-100278,Apex Financial,Utilities,EMEA,UAE,SMB,91,2025-03-23,15,Multi-Year,19300,19,11,0.579,2,ACD (Omnichannel Routing); Feedback Management,No,No,1.7,3829,17.9,5.6,No,110,Unassigned,0,11,3,4.24,3,27.6,7.9,6,-1900,20,80,Active,0,,
CX-100279,Cobalt Digital,Insurance,APAC,Australia,SMB,140,2023-12-23,30,Annual,17500,18,11,0.611,4,Enlighten AI (Copilot / Autopilot); Performance Management; Quality Management; Workforce Management (WFM),Yes,No,7.5,4991,-12.0,2.6,Yes,53,Unassigned,0,1,2,4.83,1,29.8,0,6,900,61,38,Active,0,,
CX-100280,Pinnacle Industries,Utilities,North America,United States,Mid-Market,2282,2024-02-22,28,Annual,261100,218,133,0.61,4,Enlighten AI (Copilot / Autopilot); Feedback Management; Performance Management; Workforce Management (WFM),Yes,No,6.2,43946,25.2,5.7,Yes,41,Marcus Reed,2,3,3,3.79,9,32.3,0,0,0,67,36,Active,0,,
CX-100281,Vantage Logistics,Financial Services,North America,Canada,Mid-Market,565,2022-05-25,49,Annual,434200,384,240,0.625,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; Interaction Analytics; Performance Management,Yes,Yes,60.7,78857,-10.7,4.5,Yes,43,Dana Levi,3,21,1,4.97,0,25.6,0,12,43400,69,30,Active,0,,
CX-100282,Keystone Communications,Retail,North America,Canada,SMB,84,2024-04-23,26,Monthly,44900,39,27,0.692,3,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Interaction Analytics,Yes,Yes,48.6,17116,19.0,1.2,Yes,70,Noa Cohen,1,0,0,4.09,0,30.7,0,0,0,86,21,Active,0,,
CX-100283,Keystone Health Systems,Healthcare,North America,United States,SMB,218,2020-05-25,73,Multi-Year,8800,8,6,0.75,1,IVR / Voice,No,No,3.3,1885,8.2,5.0,Yes,44,Priya Nair,2,3,0,3.42,6,17.4,0,10,-900,86,21,Active,0,,
CX-100284,Catalyst Communications,Retail,EMEA,UAE,Mid-Market,1077,2025-04-23,14,Annual,130000,147,117,0.796,4,ACD (Omnichannel Routing); Performance Management; Recording & Compliance; Workforce Management (WFM),No,No,6.2,62015,-8.6,0.4,No,114,Dana Levi,2,19,0,4.79,10,23.5,7.6,0,0,65,43,Active,0,,
CX-100285,Aurora Hospitality,Travel,APAC,Singapore,Mid-Market,882,2024-09-22,21,Monthly,241900,237,137,0.578,3,Enlighten AI (Copilot / Autopilot); Interaction Analytics; Quality Management,Yes,No,2.3,59337,14.5,4.6,Yes,33,Tom Fischer,1,6,0,3.48,9,14.1,10.1,0,0,61,41,Active,0,,
CX-100286,Horizon Bank,Hospitality,EMEA,United Kingdom,SMB,188,2026-03-23,3,Monthly,12800,13,10,0.769,5,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics; Workforce Management (WFM),No,Yes,39.0,2077,-21.3,6.3,Yes,32,Diego Alvarez,2,10,4,4.45,4,34.3,9.3,0,0,48,46,Active,0,,
CX-100287,Sterling Financial,Technology / SaaS,APAC,Singapore,Enterprise,72377,2025-10-22,8,Annual,2168400,2113,1007,0.477,7,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Performance Management; Recording & Compliance,Yes,Yes,58.8,634644,-6.2,3.7,Yes,35,Diego Alvarez,4,0,1,4.58,0,2.7,12.2,0,216800,71,27,Active,0,,
CX-100288,Horizon Group,Insurance,EMEA,UAE,SMB,117,2023-02-22,40,Annual,35400,38,23,0.605,3,Enlighten AI (Copilot / Autopilot); IVR / Voice; Performance Management,Yes,No,1.8,9688,22.5,6.4,Yes,65,Aisha Khan,3,13,1,4.32,10,14.2,0,11,3500,60,39,Active,0,,
CX-100289,Nimbus Group,Financial Services,APAC,Singapore,SMB,71,2024-07-23,23,Monthly,44800,39,35,0.897,3,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); Recording & Compliance,Yes,No,4.4,12602,-24.2,4.8,No,156,Sofia Marin,2,7,3,4.23,6,17.1,0,0,0,38,63,Churned,1,2025-07-20,Reliability / outages
CX-100290,Quantum Services,Financial Services,EMEA,Israel,SMB,33,2025-01-22,17,Annual,15800,17,11,0.647,3,IVR / Voice; Performance Management; Quality Management,No,No,0.3,2413,22.9,3.8,Yes,57,Kenji Watanabe,1,9,0,4.08,4,12.6,0,1,0,75,29,Active,0,,
CX-100291,Cascade Networks,Healthcare,EMEA,UAE,Mid-Market,1108,2020-11-24,67,Multi-Year,479400,375,270,0.72,1,Recording & Compliance,No,No,3.3,94657,10.1,1.1,Yes,22,Sofia Marin,2,21,1,3.64,3,19.1,25.7,0,24000,54,51,Churned,1,2025-02-18,Price / budget cuts
CX-100292,Solstice Logistics,Retail,APAC,Singapore,SMB,96,2025-05-23,13,Monthly,29500,23,18,0.783,1,Recording & Compliance,No,No,2.0,7776,2.1,5.5,No,195,Liam O'Brien,2,6,0,4.54,5,23.7,13.2,1,3000,72,31,Churned,1,2025-09-27,Switched to competitor
CX-100293,Tidewater Industries,Healthcare,APAC,India,Mid-Market,1703,2023-04-24,38,Annual,226000,239,157,0.657,2,Feedback Management; Interaction Analytics,No,No,4.8,101908,-16.7,4.2,Yes,63,Priya Nair,2,6,1,3.58,7,33.5,4.9,0,22600,69,31,Active,0,,
CX-100294,Solstice Brands,Financial Services,EMEA,Germany,Mid-Market,2423,2025-02-21,16,Annual,74800,66,51,0.773,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Performance Management,Yes,Yes,41.9,26219,-5.2,3.2,Yes,53,Marcus Reed,1,7,0,3.81,5,5.0,9.7,0,7500,76,17,Active,0,,
CX-100295,Sequoia Logistics,Utilities,EMEA,UAE,Mid-Market,1003,2024-02-22,28,Annual,343600,290,199,0.686,1,Enlighten AI (Copilot / Autopilot),Yes,No,7.4,53513,0.1,4.6,Yes,65,Tom Fischer,1,11,1,3.84,6,32.1,0,9,68700,75,38,Active,0,,
